product,price,discount_price,discount_percentage,brand,seller,rating_stars,rating_quantity,shipping,installments,Delivered_by_platform,picture,url,price_new,discount_price_new,discount_percentage_new,rating_stars_new,rating_quantity_new
Camara Wifi Icsee Exterior Domo Full Hd Nocturna Audio Alarm,66.000,41.580,37% OFF,ICSEE,Por Tecnofast ,4.4,(62),Llega gratis mañana,Mismo precio en 3 cuotas de $13.860,True,https://http2.mlstatic.com/D_Q_NP_2X_780746-MLA83951490725_042025-AB.webp,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=hYz%2Bfm1gKG6SlfZxpEvJnOmWpDnwAe1vdJTCdWTFngry0LIhmrfuGxlbtVV27nWbeCkYVodgH9ARPxsHoTwK2UMV8sJ%2BEiQ%2BEUbiOCDqL6NshcOIqAkLw9S6JO%2FOmblW%2F%2FigvaImltxVcH9bonnD8U5y0e1wkIAsOsYFxyulPPL9AYUBfJAflgUY0%2FSOuJ7%2F5oIYAVLre3Si60V7Uv%2F6PTObWChAnCBR2kd9LG1iQr3MfomCdytlSX7obUte8eR6JwrpT1DmQVQ8Rb8qVT1clg64mDgpBGm1akBzOwekKVYbyZyDemwJRbF1IoSzrWgQCbRyR17%2FKtMITEJiUIr%2BQT%2FgdSZmD57Srf3FF4EiYIaEDgJyapj1AD%2FxeYMR03jw0QhMpJLUqPO48E0BbaZV71MfAXEwv1vEOgY5ZKK9xzXX6z1tRNp3cfnHPgeZuoGmcRd4wjmT4Bwp96aqVvvsSIaAdry8ERcF7z2jfqHrlS%2BVJNbvpc2Cfk8g8LHTz%2F79eyctwpxRknqaMa1ycKT9VAgylYk9IQFIcNOZ9ymK&url=https%3A%2F%2Farticulo.mercadolibre.com.ar%2FMLA-2059546590-camara-wifi-icsee-exterior-domo-full-hd-nocturna-audio-alarm-_JM%23searchVariation%3D0%26position%3D9%26search_layout%3Dgrid%26deal_print_id%3D9aa6ec1a-165a-4c2d-912d-946d42091b9c%26tracking_id%3D74dde728-10ad-49ee-a7cf-984fbe58bad4&lm=2048744687#polycard_client=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,66000.0,41580.0,37,4.4,62
Balanza Digital Baño Bluetooth Personal Corporal Personas 180 Kg Grasa Corporal Masa Muscular Bioimpedancia Femmto,53.999,27.838,48% OFF,FEMMTO,Por Femmto Healthcare ,4.7,(7183),Llega mañana,en 6 cuotas de $6.370,True,https://http2.mlstatic.com/D_Q_NP_2X_676682-MLA83156809843_032025-AB.webp,https://www.mercadolibre.com.ar/balanza-digital-bano-bluetooth-personal-corporal-personas-180-kg-grasa-corporal-masa-muscular-bioimpedancia-femmto/p/MLA19147005?pdp_filters=item_id%3AMLA1141652876#polycard_client=offers&wid=MLA1141652876&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,53999.0,27838.0,48,4.7,7183
Kit 2 Camaras Seguridad Ip Wifi Exterior Full Hd Domo Noctur Color Blanco,119.999,82.799,31% OFF,GEOTEK,Por GEOTEK ,4.7,(132),Llega gratis mañana,Cuota promocionada en 6 cuotas de $15.651,True,https://http2.mlstatic.com/D_Q_NP_2X_780072-MLA85182716231_052025-AB.webp,https://www.mercadolibre.com.ar/kit-2-camaras-seguridad-ip-wifi-exterior-full-hd-domo-noctur-color-blanco/p/MLA50438970?pdp_filters=item_id%3AMLA1500047913#polycard_client=offers&wid=MLA1500047913&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,119999.0,82799.0,31,4.7,132
Caloventor Turbo Kanji Home 2200w Kjh-ch401/r Color Rojo,89.999,49.249,45% OFF,KANJI,Por GEOTEK ,3.3,(7),Llega gratis mañana,en 6 cuotas de $11.270,False,https://http2.mlstatic.com/D_Q_NP_2X_638965-MLA84661116129_052025-AB.webp,https://www.mercadolibre.com.ar/caloventor-turbo-kanji-home-2200w-kjh-ch401r-color-rojo/p/MLA49961342?pdp_filters=item_id%3AMLA2081515706#polycard_client=offers&wid=MLA2081515706&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,89999.0,49249.0,45,3.3,7
Pantuflas De Mujer Pantuflon Piel Corderito Super Calentitas,29.999,19.422,35% OFF,TANTI AMORE SHOES,Por GEOTEK ,4.7,(501),Llega mañana,Cuota promocionada en 6 cuotas de $3.671,False,https://http2.mlstatic.com/D_Q_NP_2X_936835-MLA83412626658_042025-AB.webp,https://articulo.mercadolibre.com.ar/MLA-922350311-pantuflas-de-mujer-pantuflon-piel-corderito-super-calentitas-_JM#polycard_client=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,29999.0,19422.0,35,4.7,501
Juego Herramientas Lusqtoff 150pzs Racing Caja Set Tubos Color Naranja,779.699,426.014,45% OFF,LÜSQTOFF,Por Tiendanext ,4.8,(539),Llega gratis mañana,Mismo precio en 12 cuotas de $35.501,False,https://http2.mlstatic.com/D_Q_NP_2X_643101-MLU79017337256_092024-AB.webp,https://www.mercadolibre.com.ar/juego-herramientas-lusqtoff-150pzs-racing-caja-set-tubos-color-naranja/p/MLA33317217?pdp_filters=item_id%3AMLA1409865529#polycard_client=offers&wid=MLA1409865529&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,779699.0,426014.0,45,4.8,539
Zapatillas John Foos Blanca Baja 182,77.998,51.117,34% OFF,JOHN FOOS,Por John Foos ,4.7,(1101),Llega gratis mañana,Mismo precio en 6 cuotas de $8.519,True,https://http2.mlstatic.com/D_Q_NP_2X_608023-MLA78050129544_082024-AB.webp,https://articulo.mercadolibre.com.ar/MLA-1364888315-zapatillas-john-foos-blanca-baja-182-_JM#polycard_client=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,77998.0,51117.0,34,4.7,1101
Soporte Monitor Doble Brazo Smart Tech Hidraulico De Escritorio 13 A 32 Marca Color Negro,119.999,76.399,36% OFF,SMART TECH,Por Proshop ,4.7,(284),Llega gratis mañana,en 6 cuotas de $17.483,False,https://http2.mlstatic.com/D_Q_NP_2X_969306-MLA80682958549_112024-AB.webp,https://www.mercadolibre.com.ar/soporte-monitor-doble-brazo-smart-tech-hidraulico-de-escritorio-13-a-32-marca-color-negro/p/MLA18644452?pdp_filters=item_id%3AMLA1117464143#polycard_client=offers&wid=MLA1117464143&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,119999.0,76399.0,36,4.7,284
Calefactor Infrarrojo De Pared Philco Pbsv2022p 2000w Color Negro,99.999,52.499,47% OFF,PHILCO,Por Philco ,4.6,(67),Llega gratis mañana,en 6 cuotas de $12.014,False,https://http2.mlstatic.com/D_Q_NP_2X_728064-MLU74859452043_032024-AB.webp,https://www.mercadolibre.com.ar/calefactor-infrarrojo-de-pared-philco-pbsv2022p-2000w-color-negro/p/MLA25493295?pdp_filters=item_id%3AMLA1643215460#polycard_client=offers&wid=MLA1643215460&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,99999.0,52499.0,47,4.6,67
Femmto Londres Ducha Escocesa Hidromasaje Columna Panel De Ducha Jets Cascada Acero Duchador Mano,399.999,208.489,47% OFF,FEMMTO,Por FIKA ,4.7,(172),Llega gratis mañana,Mismo precio en 3 cuotas de $69.496,True,https://http2.mlstatic.com/D_Q_NP_2X_925367-MLA81835985911_012025-AB.webp,https://www.mercadolibre.com.ar/femmto-londres-ducha-escocesa-hidromasaje-columna-panel-de-ducha-jets-cascada-acero-duchador-mano/p/MLA24540376?pdp_filters=item_id%3AMLA1388688459#polycard_client=offers&wid=MLA1388688459&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,399999.0,208489.0,47,4.7,172
Freidora De Aire Atma Fr60mabp 1300 W 6.5 L Con Temporizador,149.999,76.199,49% OFF,ATMA,Por Atma ,4.7,(6164),Llega gratis mañana,en 6 cuotas de $17.438,False,https://http2.mlstatic.com/D_Q_NP_2X_645468-MLA83204675265_032025-AB.webp,https://www.mercadolibre.com.ar/freidora-de-aire-atma-fr60mabp-1300-w-65-l-con-temporizador/p/MLA39932845?pdp_filters=item_id%3AMLA1894746772#polycard_client=offers&wid=MLA1894746772&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,149999.0,76199.0,49,4.7,6164
Campera Mujer Abrigada Con Piel Y Capucha Impermeable ,89.999,69.299,23% OFF,POPY TALLES ESPECIALES,Por Atma ,4.3,(32),Llega gratis mañana,Mismo precio en 6 cuotas de $11.549,False,https://http2.mlstatic.com/D_Q_NP_2X_992566-MLA85579699536_062025-AB.webp,https://articulo.mercadolibre.com.ar/MLA-1363092419-campera-mujer-abrigada-con-piel-y-capucha-impermeable-_JM#polycard_client=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,89999.0,69299.0,23,4.3,32
Zapatillas Skater Oversize Negras,66.300,55.029,17% OFF,OZONO,Por Ozono ,4.6,(1195),Llega gratis mañana,en 6 cuotas de $12.593,True,https://http2.mlstatic.com/D_Q_NP_2X_793760-MLA84609454131_052025-AB.webp,https://articulo.mercadolibre.com.ar/MLA-1884722608-zapatillas-skater-oversize-negras-_JM#polycard_client=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,66300.0,55029.0,17,4.6,1195
Calefactor Torre C/turbina Liliana 2000w Color Blanco,179.999,170.049,5% OFF,LILIANA,Por PETENATTI HOGAR ,4.5,(194),Envío gratis,en 6 cuotas de $38.915,False,https://http2.mlstatic.com/D_Q_NP_2X_610123-MLA84857263627_052025-AB.webp,https://www.mercadolibre.com.ar/calefactor-torre-cturbina-liliana-2000w-color-blanco/p/MLA24545211?pdp_filters=item_id%3AMLA1380196079#polycard_client=offers&wid=MLA1380196079&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,179999.0,170049.0,5,4.5,194
Fundas Elastizadas Sillas 100%poliester Pack X6 Calidad Prem,60.000,26.400,56% OFF,DECOFUNDAS,Por DECOFUNDAS ,4.6,(11634),Llega mañana,en 6 cuotas de $6.041,False,https://http2.mlstatic.com/D_Q_NP_2X_743102-MLA85927576218_062025-AB.webp,https://articulo.mercadolibre.com.ar/MLA-1207407991-fundas-elastizadas-sillas-100poliester-pack-x6-calidad-prem-_JM#polycard_client=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,60000.0,26400.0,56,4.6,11634
Garden Life Picnic Mesa Para Jardin Exterior Plegable Camping Portatil 180 X 74 Cm Color Blanco,109.999,60.386,45% OFF,GARDEN LIFE,Por Garden Life ,4.7,(21276),Envío gratis,en 6 cuotas de $13.819,False,https://http2.mlstatic.com/D_Q_NP_2X_930921-MLA82862471696_032025-AB.webp,https://www.mercadolibre.com.ar/garden-life-picnic-mesa-para-jardin-exterior-plegable-camping-portatil-180-x-74-cm-color-blanco/p/MLA25909782?pdp_filters=item_id%3AMLA2136298080#polycard_client=offers&wid=MLA2136298080&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,109999.0,60386.0,45,4.7,21276
Combo Vanitory Colgante 70cm + Estante + Espejo Nórdico Moda,118.000,83.810,28% OFF,DIAZ HOME,Por Diaz Home ,4.2,(449),Llega gratis mañana,en 6 cuotas de $19.179,True,https://http2.mlstatic.com/D_Q_NP_2X_953027-MLA82587394881_022025-AB.webp,https://articulo.mercadolibre.com.ar/MLA-1480904091-combo-vanitory-colgante-70cm-estante-espejo-nordico-moda-_JM#polycard_client=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,118000.0,83810.0,28,4.2,449
Notebook Hp 255 G10 32gb Color Gris Ceniza,2.607.824,1.289.308,50% OFF,HP,Por INTEGRADOS ARGENTINOS ,4.7,(756),Llega gratis mañana,Mismo precio en 12 cuotas de $107.442,False,https://http2.mlstatic.com/D_Q_NP_2X_967005-MLA82235759636_022025-AB.webp,https://www.mercadolibre.com.ar/notebook-hp-255-g10-32gb-color-gris-ceniza/p/MLA46154696?pdp_filters=item_id%3AMLA2084489702#polycard_client=offers&wid=MLA2084489702&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,2607824.0,1289308.0,50,4.7,756
Secarropas Centrífugo Drean Qv 6.5 - 6.5kg Blanco,214.080,183.839,14% OFF,DREAN,Por PETENATTI HOGAR ,4.8,(1886),Envío gratis,en 6 cuotas de $42.071,False,https://http2.mlstatic.com/D_Q_NP_2X_866213-MLU73827148776_012024-AB.webp,https://www.mercadolibre.com.ar/secarropas-centrifugo-drean-qv-65-65kg-blanco/p/MLA15242163?pdp_filters=item_id%3AMLA935520334#polycard_client=offers&wid=MLA935520334&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,214080.0,183839.0,14,4.8,1886
Monitor Gamer Level Up 27 1440p Altura Regulable Y Giro 90°,399.900,359.910,10% OFF,LEVEL UP,Por PETENATTI HOGAR ,4.6,(5),Llega gratis mañana,Mismo precio en 6 cuotas de $59.985,True,https://http2.mlstatic.com/D_Q_NP_2X_801163-MLA85409086484_062025-AB.webp,https://articulo.mercadolibre.com.ar/MLA-2100725216-monitor-gamer-level-up-27-1440p-altura-regulable-y-giro-90-_JM#polycard_client=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,399900.0,359910.0,10,4.6,5
Masajeador Electrico Corporal Pro Usb Pistola Masajeadora Massage Gun Bateria Recargable Cabezales Intercambiables Femmto,129.999,53.349,58% OFF,FEMMTO,Por Femmto Healthcare ,4.8,(1152),Llega gratis mañana,en 6 cuotas de $12.208,True,https://http2.mlstatic.com/D_Q_NP_2X_677997-MLA82251903297_022025-AB.webp,https://www.mercadolibre.com.ar/masajeador-electrico-corporal-pro-usb-pistola-masajeadora-massage-gun-bateria-recargable-cabezales-intercambiables-femmto/p/MLA37908577?pdp_filters=item_id%3AMLA1435068981#polycard_client=offers&wid=MLA1435068981&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,129999.0,53349.0,58,4.8,1152
Bacha Cocina Inteligente Multifuncion Griferia Digital Led Neró Cervina-8450 Color Negro,599.999,335.999,44% OFF,NERÓ,Por Proshop ,4.6,(38),Llega gratis mañana,en 6 cuotas de $76.893,False,https://http2.mlstatic.com/D_Q_NP_2X_741535-MLA80972238032_122024-AB.webp,https://www.mercadolibre.com.ar/bacha-cocina-inteligente-multifuncion-griferia-digital-led-nero-cervina-8450-color-negro/p/MLA44603681?pdp_filters=item_id%3AMLA1464760491#polycard_client=offers&wid=MLA1464760491&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,599999.0,335999.0,44,4.6,38
Taladro Atornillador Inalambrico 12v Torque 20 Nm 2 Baterias,117.091,51.740,55% OFF,TOTAL,Por Pideweb ,4.7,(241),Llega gratis mañana,en 6 cuotas de $11.840,True,https://http2.mlstatic.com/D_Q_NP_2X_954403-MLA85765701993_062025-AB.webp,https://articulo.mercadolibre.com.ar/MLA-1924322584-taladro-atornillador-inalambrico-12v-torque-20-nm-2-baterias-_JM#polycard_client=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,117091.0,51740.0,55,4.7,241
Calefactor A Gas Eskabe Miniconvex Con Termostato Tt Mx3 Te 3000kcal Sin Salida Color Crema,319.999,295.999,7% OFF,ESKABE,Por TIO MUSA ,4.8,(396),Llega gratis mañana,Cuota Simple en 6 cuotas de $56.363,False,https://http2.mlstatic.com/D_Q_NP_2X_938970-MLA45994715946_052021-AB.webp,https://www.mercadolibre.com.ar/calefactor-a-gas-eskabe-miniconvex-con-termostato-tt-mx3-te-3000kcal-sin-salida-color-crema/p/MLA22362038?pdp_filters=item_id%3AMLA1399466660#polycard_client=offers&wid=MLA1399466660&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,319999.0,295999.0,7,4.8,396
Kit Mancuernas Y Barra Con Tope A Rosca 25 Kg Discos Pvc,119.978,55.790,53% OFF,DEPORAR,Por DeporAr ,4.7,(856),Llega gratis mañana,Cuota promocionada en 6 cuotas de $10.546,False,https://http2.mlstatic.com/D_Q_NP_2X_838664-MLA84396517852_052025-AB.webp,https://www.mercadolibre.com.ar/kit-mancuernas-y-barra-con-tope-a-rosca-25-kg-discos-pvc/p/MLA35569367?pdp_filters=item_id%3AMLA1456430263#polycard_client=offers&wid=MLA1456430263&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,119978.0,55790.0,53,4.7,856
"Escalera Articulada Multifuncion De Aluminio 16 Escalones 4,24 Gradenlife Color Plateado",229.998,132.000,42% OFF,GARDEN LIFE,Por Garden Life ,4.5,(536),Envío gratis,en 6 cuotas de $30.208,False,https://http2.mlstatic.com/D_Q_NP_2X_991124-MLA85116269419_052025-AB.webp,https://www.mercadolibre.com.ar/escalera-articulada-multifuncion-de-aluminio-16-escalones-424-gradenlife-color-plateado/p/MLA43424390?pdp_filters=item_id%3AMLA1461641835#polycard_client=offers&wid=MLA1461641835&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,229998.0,132000.0,42,4.5,536
Convector Liliana Conventory Cng17 2000w Color Blanco,94.499,77.489,18% OFF,LILIANA,Por DRICCO ,4.4,(3543),Envío gratis,Mismo precio en 3 cuotas de $25.829,False,https://http2.mlstatic.com/D_Q_NP_2X_925895-MLA31484381427_072019-AB.webp,https://www.mercadolibre.com.ar/convector-liliana-conventory-cng17-2000w-color-blanco/p/MLA10890315?pdp_filters=item_id%3AMLA1500421349#polycard_client=offers&wid=MLA1500421349&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,94499.0,77489.0,18,4.4,3543
Afeitadora Eléctrica Hombre Shaver Vgr V-325 Recargable Color Negro Y Azul,40.793,33.090,18% OFF,VGR,Por VGR ,4.4,(1537),Llega gratis mañana,en 6 cuotas de $7.572,True,https://http2.mlstatic.com/D_Q_NP_2X_703548-MLU78845524606_092024-AB.webp,https://www.mercadolibre.com.ar/afeitadora-electrica-hombre-shaver-vgr-v-325-recargable-color-negro-y-azul/p/MLA37255352?pdp_filters=item_id%3AMLA1429399351#polycard_client=offers&wid=MLA1429399351&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,40793.0,33090.0,18,4.4,1537
Tensiometro Digital Brazo Batería Recargable Usb Medidor Aparato Para Tomar Presion Arterial Automatico Femmto,87.999,38.799,55% OFF,FEMMTO,Por Femmto Healthcare ,4.7,(11785),Llega gratis mañana,en 6 cuotas de $8.879,True,https://http2.mlstatic.com/D_Q_NP_2X_802981-MLA86526885764_062025-AB.webp,https://www.mercadolibre.com.ar/tensiometro-digital-brazo-bateria-recargable-usb-medidor-aparato-para-tomar-presion-arterial-automatico-femmto/p/MLA24219646?pdp_filters=item_id%3AMLA1383708653#polycard_client=offers&wid=MLA1383708653&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,87999.0,38799.0,55,4.7,11785
Escritorio Jazak Con Estantes Regulables / Oficina / Trabajo / Hogar / Diseno Industrial / Hierro / Gamer / Mesa / Biblioteca / Organizador / 130x60x74cm / Moderno / fácil De Armar / Color negro,159.999,95.999,40% OFF,JAZAK,Por Jazak ,4.8,(84),Llega gratis mañana,en 6 cuotas de $21.969,False,https://http2.mlstatic.com/D_Q_NP_2X_781367-MLA82940691009_032025-AB.webp,https://www.mercadolibre.com.ar/escritorio-jazak-con-estantes-regulables-oficina-trabajo-hogar-diseno-industrial-hierro-gamer-mesa-biblioteca-organizador-130x60x74cm-modernofacil-de-armar-colornegro/p/MLA46684188?pdp_filters=item_id%3AMLA2025714866#polycard_client=offers&wid=MLA2025714866&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,159999.0,95999.0,40,4.8,84
Escalera Plegable 4 Escalones Tijera Reforzada Home Co. Color Negro Acero Carbono Soporta 140kg Fácil Guardado Segura,78.962,68.697,13% OFF,HOME CO.,Por GROW IN DONDE TODO COMIENZA ,4.6,(814),Llega gratis mañana,en 6 cuotas de $15.721,False,https://http2.mlstatic.com/D_Q_NP_2X_914413-MLA84476645383_052025-AB.webp,https://www.mercadolibre.com.ar/escalera-plegable-4-escalones-tijera-reforzada-home-co-color-negro-acero-carbono-soporta-140kg-facil-guardado-segura/p/MLA29273526?pdp_filters=item_id%3AMLA1616762000#polycard_client=offers&wid=MLA1616762000&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,78962.0,68697.0,13,4.6,814
Horno De Mesa Eléctrico Ultracomb Uc-70cn 70l Convección Color Rojo/negro,258.800,181.792,29% OFF,ULTRACOMB,Por GRAMABI ,4.7,(58),Llega gratis mañana,en 6 cuotas de $41.603,False,https://http2.mlstatic.com/D_Q_NP_2X_737621-MLU73801804667_012024-AB.webp,https://www.mercadolibre.com.ar/horno-de-mesa-electrico-ultracomb-uc-70cn-70l-conveccion-color-rojonegro/p/MLA29489369?pdp_filters=item_id%3AMLA1876619798#polycard_client=offers&wid=MLA1876619798&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,258800.0,181792.0,29,4.7,58
Pack Juego De Cortina Blackout + Jgo Voile 4 Paños En Total ,64.990,55.861,14% OFF,DISTRITO BLANCO,Por Distrito Blanco ,4.6,(1660),Llega gratis mañana,Mismo precio en 6 cuotas de $9.310,False,https://http2.mlstatic.com/D_Q_NP_2X_635485-MLA47456945475_092021-AB.webp,https://articulo.mercadolibre.com.ar/MLA-1174989729-pack-juego-de-cortina-blackout-jgo-voile-4-panos-en-total-_JM#polycard_client=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,64990.0,55861.0,14,4.6,1660
Caloventor Tivoli Tca-2000cb 2 Niv 1000-2000w Color Blanco,40.740,21.803,46% OFF,TIVOLI,Por Distrito Blanco ,4.4,(516),Llega mañana,en 6 cuotas de $4.989,False,https://http2.mlstatic.com/D_Q_NP_2X_870726-MLA85961442743_062025-AB.webp,https://www.mercadolibre.com.ar/caloventor-tivoli-tca-2000cb-2-niv-1000-2000w-color-blanco/p/MLA24076945?pdp_filters=item_id%3AMLA1156989431#polycard_client=offers&wid=MLA1156989431&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,40740.0,21803.0,46,4.4,516
Monitor De Presión Arterial Omron Hem-7121j Automatico,199.999,89.999,55% OFF,OMRON,Por Distrito Blanco ,4.8,(958),Llega gratis mañana,en 6 cuotas de $20.596,True,https://http2.mlstatic.com/D_Q_NP_2X_756681-MLA80589619628_112024-AB.webp,https://www.mercadolibre.com.ar/monitor-de-presion-arterial-omron-hem-7121j-automatico/p/MLA22960283?pdp_filters=item_id%3AMLA1461589825#polycard_client=offers&wid=MLA1461589825&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,199999.0,89999.0,55,4.8,958
Despensero Cocina 2 Puertas 180 Forrado Mueble Organizador & Color Blanco,162.487,116.500,28% OFF,DISEÑOS MODERNOS,Por Distrito Blanco ,4.4,(619),Envío gratis,en 6 cuotas de $26.661,False,https://http2.mlstatic.com/D_Q_NP_2X_931333-MLU79147183383_092024-AB.webp,https://www.mercadolibre.com.ar/despensero-cocina-2-puertas-180-forrado-mueble-organizador-color-blanco/p/MLA26803139?pdp_filters=item_id%3AMLA1397590937#polycard_client=offers&wid=MLA1397590937&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,162487.0,116500.0,28,4.4,619
Termotanque Eléctrico Señorial Black Tsbe-60 Negro 60 L,419.759,339.999,19% OFF,SEÑORIAL,Por Ecomodico ,4.6,(294),Llega gratis mañana,en 6 cuotas de $77.808,False,https://http2.mlstatic.com/D_Q_NP_2X_776765-MLU76509480339_052024-AB.webp,https://www.mercadolibre.com.ar/termotanque-electrico-senorial-black-tsbe-60-negro-60-l/p/MLA16092208?pdp_filters=item_id%3AMLA1648637840#polycard_client=offers&wid=MLA1648637840&sid=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,419759.0,339999.0,19,4.6,294
Acolchado Liso Bitono Reversible 2 1/2 Relleno Abrigado,43.990,38.271,13% OFF,DISTRITO BLANCO,Por Distrito Blanco ,4.5,(2795),Llega gratis mañana,Mismo precio en 3 cuotas de $12.757,True,https://http2.mlstatic.com/D_Q_NP_2X_842348-MLA49881794552_052022-AB.webp,https://articulo.mercadolibre.com.ar/MLA-786169520-acolchado-liso-bitono-reversible-2-12-relleno-abrigado-_JM#polycard_client=offers&deal_print_id=9aa6ec1a-165a-4c2d-912d-946d42091b9c&tracking_id=74dde728-10ad-49ee-a7cf-984fbe58bad4,43990.0,38271.0,13,4.5,2795
